_golden	chemical_id	chemical_name	disease_id	disease_name	form_abstract	form_title	old_cf_work_unit_id	original_job_id	pmid	uniq_id	verify_relationship_gold	verify_relationship_gold_reason
TRUE	C067411|C072959	"<span class=""chemical"">HCFCs 123 and 124</span>"	C562477	"<span class=""disease"">halothane hepatitis</span>"	"<p>BACKGROUND: Hydrochlorofluorocarbons (HCFCs) are used increasingly in industry as substitutes for ozone-depleting chlorofluorocarbons (CFCs). Limited studies in animals indicate potential hepatotoxicity of some of these compounds. We investigated an epidemic of liver disease in nine industrial workers who had had repeated accidental exposure to a mixture of 1,1-dichloro-2,2,2-trifluoroethane (HCFC 123) and 1-chloro-1,2,2,2-tetrafluoroethane (HCFC 124). All nine exposed workers were affected to various degrees. Both compounds are metabolised in the same way as 1-bromo-1-chloro-2,2,2-trifluoroethane (halothane) to form reactive trifluoroacetyl halide intermediates, which have been implicated in the hepatotoxicity of halothane. We aimed to test whether <span class=""chemical"">HCFCs 123 and 124</span> can result in serious liver disease. </p><p>METHODS: For one severely affected worker liver biopsy and immunohistochemical stainings for the presence of trifluoroacetyl protein adducts were done. The serum of six affected workers and five controls was tested for autoantibodies that react with human liver cytochrome-P450 2E1 (P450 2E1) and P58 protein disulphide isomerase isoform (P58). </p><p>FINDINGS: The liver biopsy sample showed hepatocellular necrosis which was prominent in perivenular zone three and extended focally from portal tracts to portal tracts and centrilobular areas (bridging necrosis). Trifluoroacetyl-adducted proteins were detected in surviving hepatocytes. Autoantibodies against P450 2E1 or P58, previously associated with <span class=""disease"">halothane hepatitis</span>, were detected in the serum of five affected workers. </p><p>INTERPRETATION: Repeated exposure of human beings to <span class=""chemical"">HCFCs 123 and 124</span> can result in serious liver injury in a large proportion of the exposed population. Although the exact mechanism of hepatotoxicity of these agents is not known, the results suggest that trifluoroacetyl-altered liver proteins are involved. In view of the potentially widespread use of these compounds, there is an urgent need to develop safer alternatives.</p>"	Epidemic of liver disease caused by hydrochlorofluorocarbons used as ozone-sparing substitutes of chlorofluorocarbons.	765520391.0	758429	9284778	bcv_hard_223_job_758429_hand_test_questions	no_relation	"The last sentence of the background says the authors wanted to test if HFCFs 123 and 124 cause liver disease. The findings section says that workers who were exposed to HFCFs 123 and 124 had ""autoantibodies against P450..."" in their blood ""serum"". The autoantibodies are related to ""halothane hepatitis"", but the text does not say that HCFCs cause ""halothan hepatitis."""
TRUE	D003975	"<span class=""chemical"">diazepam</span>"	D006212	"<span class=""disease"">Hallucinations</span>"	"Pain not responsive to morphine is often problematic. Animal and clinical studies have suggested that N-methyl-D-aspartate (NMDA) antagonists, such as ketamine, may be effective in improving opioid analgesia in difficult pain syndromes, such as neuropathic pain. A slow bolus of subhypnotic doses of ketamine (0.25 mg/kg or 0.50 mg/kg) was given to 10 cancer patients whose pain was unrelieved by morphine in a randomized, double-blind, crossover, double-dose study. Pain intensity on a 0 to 10 numerical scale; nausea and vomiting, drowsiness, confusion, and dry mouth, using a scale from 0 to 3 (not at all, slight, a lot, awful); Mini-Mental State Examination (MMSE) (0-30); and arterial pressure were recorded before administration of drugs (T0) and after 30 minutes (T30), 60 minutes (T60), 120 minutes (T120), and 180 minutes (T180). Ketamine, but not saline solution, significantly reduced the pain intensity in almost all the patients at both doses. This effect was more relevant in patients treated with higher doses. <span class=""disease"">Hallucinations</span> occurred in 4 patients, and an unpleasant sensation (""empty head"") was also reported by 2 patients. These episodes reversed after the administration of <span class=""chemical"">diazepam</span> 1 mg intravenously. Significant increases in drowsiness were reported in patients treated with ketamine in both groups and were more marked with ketamine 0.50 mg/kg. A significant difference in MMSE was observed at T30 in patients who received 0.50 mg/kg of ketamine. Ketamine can improve morphine analgesia in difficult pain syndromes, such as neuropathic pain. However, the occurrence of central adverse effects should be taken into account, especially when using higher doses. This observation should be tested in studies of prolonged ketamine administration."	Analgesic effect of intravenous ketamine in cancer patients on morphine therapy: a randomized, controlled, double-blind, crossover, double-dose study.	765520612.0	758429	11027905	bcv_hard_609_job_758429_hand_test_questions	no_relation	"Ten cancer patients were given ""ketamine"" to see if it would reduce their pain. Four of the patients developed hallucinations after receiving ketamine, and the hallucinations went away after the patients were given diazepam. Therefore diazepam treated their hallucinations."
TRUE	D001663	"<span class=""chemical"">bilirubin</span>"	D008577	"<span class=""disease"">meningeal leukemia</span>"	"Twenty children with acute lymphoblastic leukemia who developed meningeal disease were treated with a high-dose intravenous methotrexate regimen that was designed to achieve and maintain CSF methotrexate concentrations of 10(-5) mol/L without the need for concomitant intrathecal dosing. The methotrexate was administered as a loading dose of 6,000 mg/m2 for a period of one hour followed by an infusion of 1,200 mg/m2/h for 23 hours. Leucovorin rescue was initiated 12 hours after the end of the infusion with a loading dose of 200 mg/m2 followed by 12 mg/m2 every three hours for six doses and then every six hours until the plasma methotrexate level decreased to less than 1 X 10(-7) mol/L. The mean steady-state plasma and CSF methotrexate concentrations achieved were 1.1 X 10(-3) mol/L and 3.6 X 10(-5) mol/L, respectively. All 20 patients responded to this regimen, 16/20 (80%) achieved a complete remission, and 20% obtained a partial remission. The most common toxicities encountered were transient serum transaminase and <span class=""chemical"">bilirubin</span> elevations, neutropenia, and mucositis. One patient had focal seizures and transient hemiparesis but recovered completely. High-dose intravenous methotrexate is an effective treatment for the induction of remission after meningeal relapse in acute lymphoblastic leukemia."	"Remission induction of <span class=""disease"">meningeal leukemia</span> with high-dose intravenous methotrexate."	765520740.0	758429	3856631	bcv_hard_113_job_758429_hand_test_questions	no_relation	No mention of whether bilirubin and meningeal leukemia are related is made.
TRUE	D005839	"<span class=""chemical"">gentamicin</span>"	D007239	"<span class=""disease"">infections</span>"	"<p>OBJECTIVE: To report a case of erythema multiforme and hypersensitivity myocarditis caused by ampicillin. </p><p>CASE SUMMARY: A 13-year-old boy was treated with ampicillin and <span class=""chemical"">gentamicin</span> because of suspected septicemia. Medications were discontinued when erythema multiforme and congestive heart failure caused by myocarditis occurred. The patient was treated with methylprednisolone and gradually improved. Macrophage-migration inhibition (MIF) test with ampicillin was positive. </p><p>DISCUSSION: After most <span class=""disease"">infections</span> causing erythema multiforme and myocarditis were ruled out, a drug-induced allergic reaction was suspected. Positive MIF test for ampicillin showed sensitization of the patient's lymphocytes to ampicillin. </p><p>CONCLUSIONS: Hypersensitivity myocarditis is a rare and dangerous manifestation of allergy to penicillins.</p>"	Erythema multiforme and hypersensitivity myocarditis caused by ampicillin.	765520920.0	758429	7919560	bcv_hard_32_job_758429_hand_test_questions	no_relation	The boy developed some complications after receiving gentamicin, but none of them had to do with infections.
TRUE	D001285	"<span class=""chemical"">atropine</span>"	D003027	"<span class=""disease"">cluster headache</span>"	"<span class=""disease"">Cluster headache</span> is characterized by typical autonomic dysfunctions including facial and intracranial vascular disturbances. Both the trigeminal and the cranial parasympathetic systems may be involved in mediating these dysfunctions. An experimental model was developed in the rat to measure changes in lacrimation and intracranial blood flow following noxious chemical stimulation of facial mucosa. Blood flow was monitored in arteries of the exposed cranial dura mater and the parietal cortex using laser Doppler flowmetry. Capsaicin (0.01-1 mm) applied to oral or nasal mucosa induced increases in dural and cortical blood flow and provoked lacrimation. These responses were blocked by systemic pre-administration of hexamethonium chloride (20 mg/kg). The evoked increases in dural blood flow were also abolished by topical pre-administration of <span class=""chemical"">atropine</span> (1 mm) and [Lys1, Pro2,5, Arg3,4, Tyr6]-VIP (0.1 mm), a vasoactive intestinal polypeptide (VIP) antagonist, onto the exposed dura mater. We conclude that noxious stimulation of facial mucosa increases intracranial blood flow and lacrimation via a trigemino-parasympathetic reflex. The blood flow responses seem to be mediated by the release of acetylcholine and VIP within the meninges. Similar mechanisms may be involved in the pathogenesis of <span class=""disease"">cluster headache</span>."	"Noxious chemical stimulation of rat facial mucosa increases intracranial blood flow through a trigemino-parasympathetic reflex--an experimental model for vascular dysfunctions in <span class=""disease"">cluster headache</span>."	765520980.0	758429	15009014	bcv_hard_180_job_758429_hand_test_questions	no_relation	Atropine application increased blood flow to the skin, and improved cluster headaches.
TRUE	D012964	"<span class=""chemical"">sodium</span>"	D007022	"<span class=""disease"">hypotension</span>"	"In six conscious, trained dogs, maintained on a normal <span class=""chemical"">sodium</span> intake of 2 to 4 mEq/kg/day, sympathetic activity was assessed as the release rate of norepinephrine and epinephrine during 15-minute i.v. infusions of human alpha-atrial natriuretic factor. Mean arterial pressure (as a percentage of control +/- SEM) during randomized infusions of 0.03, 0.1, 0.3, or 1.0 microgram/kg/min was 99 +/- 1, 95 +/- 1 (p less than 0.05), 93 +/- 1 (p less than 0.01), or 79 +/- 6% (p less than 0.001), respectively, but no tachycardia and no augmentation of the norepinephrine release rate (up to 0.3 microgram/kg/min) were observed, which is in contrast to comparable <span class=""disease"">hypotension</span> induced by hydralazine or nitroglycerin. The release rate of epinephrine (control, 6.7 +/- 0.6 ng/kg/min) declined immediately during infusions of atrial natriuretic factor to a minimum of 49 +/- 5% of control (p less than 0.001) during 0.1 microgram/kg/min and to 63 +/- 5% (0.1 greater than p greater than 0.05) or 95 +/- 13% (not significant) during 0.3 or 1.0 microgram/kg/min. Steady state arterial plasma concentrations of atrial natriuretic factor were 39 +/- 10 pg/ml (n = 6) during infusions of saline and 284 +/- 24 pg/ml (n = 6) and 1520 +/- 300 pg/ml (n = 9) during 0.03 and 0.1 microgram/kg/min infusions of the factor.(ABSTRACT TRUNCATED AT 250 WORDS)"	Inhibition of sympathoadrenal activity by atrial natriuretic factor in dogs.	765521023.0	758429	2951327	bcv_hard_162_job_758429_hand_test_questions	no_relation	Hypotension was caused by hydralazine and nitroglycerin, not sodium.
TRUE	C107135	"<span class=""chemical"">everolimus</span>"	D009187	"<span class=""disease"">myelitis</span>"	"TAC has been shown to be a potent immunosuppressive agent for solid organ transplantation in pediatrics. Neurotoxicity is a potentially serious toxic effect. It is characterized by encephalopathy, headaches, seizures, or neurological deficits. Here, we describe an eight-and-a-half-yr-old male renal transplant recipient with right BN. MRI demonstrated hyperintense T2 signals in the cervical cord and right brachial plexus roots indicative of both <span class=""disease"">myelitis</span> and right brachial plexitis. Symptoms persisted for three months despite TAC dose reduction, administration of IVIG and four doses of methylprednisolone pulse therapy. Improvement and eventually full recovery only occurred after TAC was completely discontinued and successfully replaced by <span class=""chemical"">everolimus</span>."	"Recovery of tacrolimus-associated brachial neuritis after conversion to <span class=""chemical"">everolimus</span> in a pediatric renal transplant recipient--case report and review of the literature."	765521179.0	758429	18503483	bcv_hard_401_job_758429_hand_test_questions	no_relation	The patient got better only after receiving everolimus.
TRUE	D011433	"<span class=""chemical"">propranolol</span>"	D009069	"<span class=""disease"">motor disability</span>"	"Seven patients suffering from Parkinson's disease (PD) with severely disabling dyskinesia received low-dose <span class=""chemical"">propranolol</span> as an adjunct to the currently used medical treatment. There was a significant 40% improvement in the dyskinesia score without increase of parkinsonian <span class=""disease"">motor disability</span>. Ballistic and choreic dyskinesia were markedly ameliorated, whereas dystonia was not. This study suggests that administration of low doses of beta-blockers may improve levodopa-induced ballistic and choreic dyskinesia in PD."	"Improvement of levodopa-induced dyskinesia by <span class=""chemical"">propranolol</span> in Parkinson's disease."	765521231.0	758429	8649546	bcv_hard_712_job_758429_hand_test_questions	no_relation	Giving propranolol did not increase motor disability.
TRUE	D000082	"<span class=""chemical"">AAP/acetaminophen</span>"	D017695	"<span class=""disease"">tissue damage</span>"	"Grape seed extract, primarily a mixture of proanthocyanidins, has been shown to modulate a wide-range of biological, pharmacological and toxicological effects which are mainly cytoprotective. This study assessed the ability of IH636 grape seed proanthocyanidin extract (GSPE) to prevent <span class=""chemical"">acetaminophen</span> (<span class=""chemical"">AAP</span>)-induced nephrotoxicity, amiodarone (AMI)-induced lung toxicity, and doxorubicin (DOX)-induced cardiotoxicity in mice. Experimental design consisted of four groups: control (vehicle alone), GSPE alone, drug alone and GSPE+drug. For the cytoprotection study, animals were orally gavaged 100 mg/Kg GSPE for 7-10 days followed by i.p. injections of organ specific three drugs (<span class=""chemical"">AAP</span>: 500 mg/Kg for 24 h; AMI: 50 mg/Kg/day for four days; DOX: 20 mg/Kg for 48 h). Parameters of study included analysis of serum chemistry (ALT, BUN and CPK), and orderly fragmentation of genomic DNA (both endonuclease-dependent and independent) in addition to microscopic evaluation of damage and/or protection in corresponding PAS stained tissues. Results indicate that GSPE preexposure prior to <span class=""chemical"">AAP</span>, AMI and DOX, provided near complete protection in terms of serum chemistry changes (ALT, BUN and CPK), and significantly reduced DNA fragmentation. Histopathological examination of kidney, heart and lung sections revealed moderate to massive <span class=""disease"">tissue damage</span> with a variety of morphological aberrations by all the three drugs in the absence of GSPE preexposure than in its presence. GSPE+drug exposed tissues exhibited minor residual damage or near total recovery. Additionally, histopathological alterations mirrored both serum chemistry changes and the pattern of DNA fragmentation. Interestingly, all the drugs, such as, <span class=""chemical"">AAP</span>, AMI and DOX induced apoptotic death in addition to necrosis in the respective organs which was very effectively blocked by GSPE. Since <span class=""chemical"">AAP</span>, AMI and DOX undergo biotransformation and are known to produce damaging radicals in vivo, the protection by GSPE may be linked to both inhibition of metabolism and/or detoxification of cytotoxic radicals. In addition, its' presumed contribution to DNA repair may be another important attribute, which played a role in the chemoprevention process. Additionally, this may have been the first report on AMI-induced apoptotic death in the lung tissue. Taken together, these events undoubtedly establish GSPE's abundant bioavailability, and the power to defend multiple target organs from toxic assaults induced by structurally diverse and functionally different entities in vivo."	"In vivo protection of dna damage associated apoptotic and necrotic cell deaths during <span class=""chemical"">acetaminophen</span>-induced nephrotoxicity, amiodarone-induced lung toxicity and doxorubicin-induced cardiotoxicity by a novel IH636 grape seed proanthocyanidin extract."	765521815.0	758429	11334364	bcv_hard_887_job_758429_hand_test_questions	yes_indirect	The authors tested the ability of grape seed extract (GSPE) to prevent acetaminophen-induced nephrotoxicity and two other diseases. They saw that tissue damage occurred when AAP was given without GSPE, but did not occur if GSPE was also given. Since the text says AAP causes nephrotoxicity, we can conclude that AAP causes nephrotoxicity, and that nephrotoxicity causes tissue damage.
TRUE	D016559	"<span class=""chemical"">TAC/tacrolimus</span>"	D009187	"<span class=""disease"">myelitis</span>"	"<span class=""chemical"">TAC</span> has been shown to be a potent immunosuppressive agent for solid organ transplantation in pediatrics. Neurotoxicity is a potentially serious toxic effect. It is characterized by encephalopathy, headaches, seizures, or neurological deficits. Here, we describe an eight-and-a-half-yr-old male renal transplant recipient with right BN. MRI demonstrated hyperintense T2 signals in the cervical cord and right brachial plexus roots indicative of both <span class=""disease"">myelitis</span> and right brachial plexitis. Symptoms persisted for three months despite <span class=""chemical"">TAC</span> dose reduction, administration of IVIG and four doses of methylprednisolone pulse therapy. Improvement and eventually full recovery only occurred after <span class=""chemical"">TAC</span> was completely discontinued and successfully replaced by everolimus."	"Recovery of <span class=""chemical"">tacrolimus</span>-associated brachial neuritis after conversion to everolimus in a pediatric renal transplant recipient--case report and review of the literature."	765522107.0	758429	18503483	bcv_hard_390_job_758429_hand_test_questions	yes_direct	The patient had both myelitis and brachial plexitis, which only went away after TAC was replaced with everolimus. We therefore conclude that TAC is directly causing myelitis.
TRUE	D000109	"<span class=""chemical"">acetylcholine</span>"	D009468	"<span class=""disease"">neuromuscular disease/postsynaptic neuromuscular blockade</span>"	"We studied a patient with no prior history of <span class=""disease"">neuromuscular disease</span> who became virtually quadriplegic after parenteral magnesium administration for preeclampsia. The serum magnesium concentration was 3.0 mEq/L, which is usually well tolerated. The magnesium was stopped and she recovered over a few days. While she was weak, 2-Hz repetitive stimulation revealed a decrement without significant facilitation at rapid rates or after exercise, suggesting <span class=""disease"">postsynaptic neuromuscular blockade</span>. After her strength returned, repetitive stimulation was normal, but single fiber EMG revealed increased jitter and blocking. Her <span class=""chemical"">acetylcholine</span> receptor antibody level was markedly elevated. Although paralysis after magnesium administration has been described in patients with known myasthenia gravis, it has not previously been reported to be the initial or only manifestation of the disease. Patients who are unusually sensitive to the neuromuscular effects of magnesium should be suspected of having an underlying disorder of neuromuscular transmission."	Myasthenia gravis presenting as weakness after magnesium administration.	765522363.0	758429	2385256	bcv_hard_206_job_758429_hand_test_questions	ner_mistake	"Acetylcholine is actually a chemical, but in the sentence ""Her acetylcholine receptor antibody level was markedly elevated."", ""acetylcholine"" is part of the larger concept ""acetylcholine receptor antibody"", which is different from just ""acetylcholine"". Therefore in this context ""acetylcholine"" does not mean a chemical."
TRUE	D014701	"<span class=""chemical"">veratridine</span>"	D005334	"<span class=""disease"">hyperthermia</span>"	"The aim of this study was to examine the role of metabotropic glutamate receptor 5 (mGluR5) in the toxic action of methamphetamine on dopaminergic neurones in rats. Methamphetamine (10 mg/kg sc), administered five times, reduced the levels of dopamine and its metabolites in striatal tissue when measured 72 h after the last injection. A selective antagonist of mGluR5, 2-methyl-6-(phenylethynyl)pyridine (MPEP; 5 mg/kg ip), when administered five times immediately before each methamphetamine injection reversed the above-mentioned methamphetamine effects. A single MPEP (5 mg/kg ip) injection reduced the basal extracellular dopamine level in the striatum, as well as dopamine release stimulated either by methamphetamine (10 mg/kg sc) or by intrastriatally administered <span class=""chemical"">veratridine</span> (100 microM). Moreover, it transiently diminished the methamphetamine (10 mg/kg sc)-induced <span class=""disease"">hyperthermia</span> and reduced basal body temperature. MPEP administered into the striatum at high concentrations (500 microM) increased extracellular dopamine levels, while lower concentrations (50-100 microM) were devoid of any effect. The results of this study suggest that the blockade of mGluR5 by MPEP may protect dopaminergic neurones against methamphetamine-induced toxicity. Neuroprotection rendered by MPEP may be associated with the reduction of the methamphetamine-induced dopamine efflux in the striatum due to the blockade of extrastriatal mGluR5, and with a decrease in <span class=""disease"">hyperthermia</span>."	"Neuroprotective action of MPEP, a selective mGluR5 antagonist, in methamphetamine-induced dopaminergic neurotoxicity is associated with a decrease in dopamine outflow and inhibition of <span class=""disease"">hyperthermia</span> in rats."	765522686.0	758429	12907309	bcv_hard_9_job_758429_hand_test_questions	no_relation	Hyperthermia is caused by methamphetamine, not by veratridine.
TRUE	D001663	"<span class=""chemical"">bilirubin</span>"	D008107	"<span class=""disease"">impairment of hepatic function</span>"	"Combined effects of prolonged prostaglandin E1 (PGE1)-induced hypotension and haemodilution on hepatic function were studied in 30 patients undergoing hip surgery. The patients were randomly allocated to one of three groups; those in group A (n = 10) were subjected to controlled hypotension alone, those in group B (n = 10) to haemodilution alone and those in group C (n = 10) to both controlled hypotension and haemodilution. Haemodilution in groups B and C was produced by withdrawing approximately 1000 mL of blood and replacing it with the same amount of dextran solution, and final haematocrit values were 21 or 22%. Controlled hypotension in groups A and C was induced with PGE1 to maintain mean arterial blood pressure at 55 mmHg for 180 min. Measurements included arterial ketone body ratio (AKBR, aceto-acetate/3-hydroxybutyrate) and clinical hepatic function parameters. AKBR and biological hepatic function tests showed no change throughout the time course in groups A and B. In group C, AKBR showed a significant decrease at 120 min (-40%) and at 180 min (-49%) after the start of hypotension and at 60 min (-32%) after recovery of normotension, and SGOT, SGPT, LDH and total <span class=""chemical"">bilirubin</span> showed significant increases after operation. The results suggest that a prolonged combination of more than 120 min of PGE1-induced hypotension and moderate haemodilution would cause <span class=""disease"">impairment of hepatic function</span>."	Combined effects of prolonged prostaglandin E1-induced hypotension and haemodilution on human hepatic function.	765522758.0	758429	9088814	bcv_hard_324_job_758429_hand_test_questions	no_relation	Impairment of hepatic function is caused by PGE1-induced hypotension and haemodilution, not bilirubin.
TRUE	C008316	"<span class=""chemical"">maltol</span>"	D009410	"<span class=""disease"">neuronal death</span>"	"To develop a novel and effective drug that could enhance cognitive function and neuroprotection, we newly synthesized maltolyl p-coumarate by the esterification of <span class=""chemical"">maltol</span> and p-coumaric acid. In the present study, we investigated whether maltolyl p-coumarate could improve cognitive decline in scopolamine-injected rats and in amyloid beta peptide(1-42)-infused rats. Maltolyl p-coumarate was found to attenuate cognitive deficits in both rat models using passive avoidance test and to reduce apoptotic cell death observed in the hippocampus of the amyloid beta peptide(1-42)-infused rats. We also examined the neuroprotective effects of maltolyl p-coumarate in vitro using SH-SY5Y cells. Cells were pretreated with maltolyl p-coumarate, before exposed to amyloid beta peptide(1-42), glutamate or H2O2. We found that maltolyl p-coumarate significantly decreased apoptotic cell death and reduced reactive oxygen species, cytochrome c release, and caspase 3 activation. Taking these in vitro and in vivo results together, our study suggests that maltolyl p-coumarate is a potentially effective candidate against Alzheimer's disease that is characterized by wide spread <span class=""disease"">neuronal death</span> and progressive decline of cognitive function."	A novel compound, maltolyl p-coumarate, attenuates cognitive deficits and shows neuroprotective effects in vitro and in vivo dementia models.	765524710.0	758429	17600377	bcv_hard_1092_job_758429_hand_test_questions	no_relation	Maltol was a chemical used to make maltolyl p-coumarate, and has nothing to do with neuronal death.
TRUE	D000661	"<span class=""chemical"">amphetamine</span>"	D001523	"<span class=""disease"">neuropsychiatric symptoms</span>"	"Phenylpropanolamine (PPA), a synthetic sympathomimetic that is structurally similar to <span class=""chemical"">amphetamine</span>, is available over the counter in anorectics, nasal congestants, and cold preparations. Its prolonged use or overuse has been associated with seizures, intracerebral hemorrhage, <span class=""disease"">neuropsychiatric symptoms</span>, and nonhemorrhagic cerebral infarction. We report the case of a young woman who suffered a cerebral infarction after taking a single oral dose of PPA."	Cerebral infarction with a single oral dose of phenylpropanolamine.	765524811.0	758429	3828020	bcv_hard_439_job_758429_hand_test_questions	no_relation	Phenylpropanolamine causes neurophychiatric symptoms, not amphetamine (which is similar in structure).
TRUE	D011092	"<span class=""chemical"">polyethylene glycol 400/PEG 400</span>"	D009202	"<span class=""disease"">cardiac morphological alterations</span>"	"The effect of a widely used organic solvent, <span class=""chemical"">polyethylene glycol 400</span> (<span class=""chemical"">PEG 400</span>), on the toxic action of an acute or chronic treatment with adriamycin (ADR) was evaluated in mice. <span class=""chemical"">PEG 400</span> impressively decreased both acute high-dose and chronic low-dose-ADR-associated lethality. Light microscopic analysis showed a significant protection against ADR-induced <span class=""disease"">cardiac morphological alterations</span>. Such treatment did not diminish the ADR antitumor activity in L1210 leukemia and in Ehrlich ascites tumor."	"Effect of <span class=""chemical"">polyethylene glycol 400</span> on adriamycin toxicity in mice."	765524901.0	758429	6538499	bcv_hard_1163_job_758429_hand_test_questions	no_relation	PEG 400 protected mice against cardiac morphological alterations caused by adriamycin.
TRUE	D008012	"<span class=""chemical"">lignocaine</span>"	D006261	"<span class=""disease"">headache</span>"	"<p>PURPOSE: To assess the incidence of postoperative emetic side effects after the administration of methylprednisolone and gentamicin into the posterior sub-Tenon's space at the end of routine cataract surgery. </p><p>SETTING: St. Luke's Hospital, Gwardamangia, Malta. </p><p>METHODS: A double-blind double-armed prospective study comprised 40 patients who had uneventful sutureless phacoemulsification under sub-Tenon's local infiltration of 3 mL of plain <span class=""chemical"">lignocaine</span>. At the end of the procedure, Group A (n = 20) had 20 mg/0.5 mL of methylprednisolone and 10 mg/0.5 mL of gentamicin injected into the posterior sub-Tenon's space and Group B (n = 20) had the same combination injected into the anterior sub-Tenon's space. Postoperatively, all patients were assessed for symptoms of nausea, vomiting, and <span class=""disease"">headache</span>. A chi-square test was used to assess the statistical significance of results. </p><p>RESULTS: Sixty percent in Group A developed postoperative emetic symptoms, <span class=""disease"">headache</span>, or both; 1 patient in Group B developed symptoms. </p><p>CONCLUSIONS: The administration of methylprednisolone and gentamicin in the posterior sub-Tenon's space was related to a high incidence of side effects including nausea, vomiting, and <span class=""disease"">headache</span>. All adverse effects were self-limiting.</p>"	Side effects of postoperative administration of methylprednisolone and gentamicin into the posterior sub-Tenon's space.	765525198.0	758429	17466854	bcv_hard_595_job_758429_hand_test_questions	no_relation	Lignocaine was used as a pre-test to see if the patients were suitable for the study. Headaches were caused by methylprednisolone and gentamicin, as indicated in the conclusions section.
TRUE	D004317	"<span class=""chemical"">doxorubicin/adriamycin</span>"	D009202	"<span class=""disease"">Cardiomyopathy</span>"	"Cardiac toxicity is a major complication which limits the use of <span class=""chemical"">adriamycin</span> as a chemotherapeutic agent. <span class=""disease"">Cardiomyopathy</span> is frequent when the total dose exceeds 600 mg/m2 and occurs within one to six months after cessation of therapy. A patient is reported who developed progressive <span class=""disease"">cardiomyopathy</span> two and one-half years after receiving 580 mg/m2 which apparently represents late, late cardiotoxicity."	"Late, late <span class=""chemical"">doxorubicin</span> cardiotoxicity."	756359663.0	754530	7449470	bcv_hard_72_job_754530_regular_work	yes_direct	
TRUE	D003907	"<span class=""chemical"">dexamethasone</span>"	D014581	"<span class=""disease"">urticaria</span>"	"Two patients treated with parenteral paramethasone (Triniol) and <span class=""chemical"">dexamethasone</span> (Sedionbel) are described. A few minutes after administration of the drugs, they presented <span class=""disease"">urticaria</span> (patients 1 and 2) and conjunctivitis (patient 1). The purpose of our study was to determine the cause of the patients' reactions, the immunological mechanisms involved and whether these patients would be able to tolerate any kind of corticoid. Clinical examinations and skin, oral and parenteral challenges with different corticosteroids and ELISA tests were performed. In the two patients, skin and ELISA tests with paramethasone were negative, as was the prick test with each of its excipients. A single-blind parenteral challenge with Triniol was positive in both patients after the administration of 1 ml of the drug, and negative with its excipients. We also carried out oral and parenteral challenges with other corticosteroids and found intolerance to some of them. These results suggest that paramethasone caused pseudoallergic reactions in our patients. Corticosteroids different from paramethasone also produced hypersensitivity reactions in these patients; however, a few of them were tolerated. The basic mechanisms of those reactions are not yet fully understood. To our knowledge, this is the first report of a pseudo-allergy caused by paramethasone."	Pseudo-allergic reactions to corticosteroids: diagnosis and alternatives.	756359658.0	754530	7582165	bcv_hard_67_job_754530_regular_work	yes_direct	
TRUE	D003907	"<span class=""chemical"">dexamethasone</span>"	D003231	"<span class=""disease"">conjunctivitis</span>"	"Two patients treated with parenteral paramethasone (Triniol) and <span class=""chemical"">dexamethasone</span> (Sedionbel) are described. A few minutes after administration of the drugs, they presented urticaria (patients 1 and 2) and <span class=""disease"">conjunctivitis</span> (patient 1). The purpose of our study was to determine the cause of the patients' reactions, the immunological mechanisms involved and whether these patients would be able to tolerate any kind of corticoid. Clinical examinations and skin, oral and parenteral challenges with different corticosteroids and ELISA tests were performed. In the two patients, skin and ELISA tests with paramethasone were negative, as was the prick test with each of its excipients. A single-blind parenteral challenge with Triniol was positive in both patients after the administration of 1 ml of the drug, and negative with its excipients. We also carried out oral and parenteral challenges with other corticosteroids and found intolerance to some of them. These results suggest that paramethasone caused pseudoallergic reactions in our patients. Corticosteroids different from paramethasone also produced hypersensitivity reactions in these patients; however, a few of them were tolerated. The basic mechanisms of those reactions are not yet fully understood. To our knowledge, this is the first report of a pseudo-allergy caused by paramethasone."	Pseudo-allergic reactions to corticosteroids: diagnosis and alternatives.	756359657.0	754530	7582165	bcv_hard_66_job_754530_regular_work	yes_direct	
